,TYPE,YEAR,MONTH,HUNDRED_BLOCK,h_block,full_address,lat,lon,lat_offset,lon_offset,cid
17728,Commercial BE,2007,10,12XX THURLOW ST,1200 THURLOW ST,"1200 THURLOW ST , Vancouver, BC, Canada",49.2801617,-123.1312515,49.28038111,-123.1309463,4
17729,Commercial BE,2007,10,30XX CAMBIE ST,3000 CAMBIE ST,"3000 CAMBIE ST , Vancouver, BC, Canada",49.25855,-123.11468,49.25902686,-123.1142267,4
17730,Commercial BE,2007,10,5XX BUTE ST,500 BUTE ST,"500 BUTE ST , Vancouver, BC, Canada",49.2882522,-123.1232971,49.28847926,-123.1230541,4
17731,Commercial BE,2007,10,11XX BUTE ST,1100 BUTE ST,"1100 BUTE ST , Vancouver, BC, Canada",49.2826887,-123.1316951,49.28302541,-123.1313167,4
17732,Commercial BE,2007,10,26XX ASH ST,2600 ASH ST,"2600 ASH ST , Vancouver, BC, Canada",49.2621243,-123.1173061,49.26234327,-123.1171125,4
17733,Commercial BE,2007,10,15XX VENABLES ST,1500 VENABLES ST,"1500 VENABLES ST , Vancouver, BC, Canada",49.2765651,-123.073122,49.27687645,-123.0728869,4
17734,Commercial BE,2007,10,79XX GRANVILLE ST,7900 GRANVILLE ST,"7900 GRANVILLE ST , Vancouver, BC, Canada",49.2140164,-123.1401158,49.21435613,-123.1398428,4
17735,Commercial BE,2007,10,1XX W 3RD AVE,100 W 3RD AVE,"100 W 3RD AVE , Vancouver, BC, Canada",49.2681951,-123.1068335,49.26834414,-123.106463,4
17736,Commercial BE,2007,10,20XX E HASTINGS ST,2000 E HASTINGS ST,"2000 E HASTINGS ST , Vancouver, BC, Canada",49.2810351,-123.0633794,49.28146569,-123.0631845,4
17737,Commercial BE,2007,10,5XX E 16TH AVE,500 E 16TH AVE,"500 E 16TH AVE , Vancouver, BC, Canada",49.2563838,-123.0935358,49.25668002,-123.0931253,4
17738,Commercial BE,2007,10,2XX W HASTINGS ST,200 W HASTINGS ST,"200 W HASTINGS ST , Vancouver, BC, Canada",49.2821799,-123.11024,49.28243157,-123.1101064,4
17739,Commercial BE,2007,10,42XX ARBUTUS ST,4200 ARBUTUS ST,"4200 ARBUTUS ST , Vancouver, BC, Canada",49.2479282,-123.1530951,49.24809385,-123.1526211,4
17740,Commercial BE,2007,10,2XX PRINCESS AVE,200 PRINCESS AVE,"200 PRINCESS AVE , Vancouver, BC, Canada",49.2828945,-123.0911166,49.28302848,-123.0907462,4
17741,Commercial BE,2007,10,35XX CROWLEY DR,3500 CROWLEY DR,"3500 CROWLEY DR , Vancouver, BC, Canada",49.2359182,-123.0293617,49.23601985,-123.0291736,4
17742,Commercial BE,2007,10,86XX LAUREL ST,8600 LAUREL ST,"8600 LAUREL ST , Vancouver, BC, Canada",49.2082415,-123.126054,49.20860365,-123.1257388,4
17743,Commercial BE,2007,10,87XX OSLER ST,8700 OSLER ST,"8700 OSLER ST , Vancouver, BC, Canada",49.20681,-123.1315651,49.20727897,-123.1313951,4
17744,Commercial BE,2007,10,12XX HOMER ST,1200 HOMER ST,"1200 HOMER ST , Vancouver, BC, Canada",49.2750389,-123.1233824,49.2752757,-123.122922,4
17745,Commercial BE,2007,10,14XX COMMERCIAL DR,1400 COMMERCIAL DR,"1400 COMMERCIAL DR , Vancouver, BC, Canada",49.2719491,-123.0694551,49.27218207,-123.0691506,4
17746,Commercial BE,2007,10,8XX PACIFIC BLVD,800 PACIFIC BLVD,"800 PACIFIC BLVD , Vancouver, BC, Canada",49.2756954,-123.1109046,49.27606365,-123.1107094,4
17747,Commercial BE,2007,10,1XX WATER ST,100 WATER ST,"100 WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,49.28414219,-123.1063833,4
17749,Commercial BE,2007,10,24XX HEATHER ST,2400 HEATHER ST,"2400 HEATHER ST , Vancouver, BC, Canada",49.2640502,-123.1196673,49.2642853,-123.1195121,4
17750,Commercial BE,2007,10,4XX HELMCKEN ST,400 HELMCKEN ST,"400 HELMCKEN ST , Vancouver, BC, Canada",49.276277,-123.1218946,49.2766082,-123.1217789,4
17751,Commercial BE,2007,10,28XX E 1ST AVE,2800 E 1ST AVE,"2800 E 1ST AVE , Vancouver, BC, Canada",49.26894,-123.04565,49.26904461,-123.0452278,4
17752,Commercial BE,2007,10,27XX ARBUTUS ST,2700 ARBUTUS ST,"2700 ARBUTUS ST , Vancouver, BC, Canada",49.2617916,-123.1528344,49.2621043,-123.1525809,4
17753,Commercial BE,2007,10,14XX W 11TH AVE,1400 W 11TH AVE,"1400 W 11TH AVE , Vancouver, BC, Canada",49.2615551,-123.1363725,49.26201186,-123.1358947,4
17754,Commercial BE,2007,10,24XX MAIN ST,2400 MAIN ST,"2400 MAIN ST , Vancouver, BC, Canada",49.2638629,-123.1007211,49.2641783,-123.1003592,4
17755,Commercial BE,2007,10,10XX CAMBIE ST,1000 CAMBIE ST,"1000 CAMBIE ST , Vancouver, BC, Canada",49.2758306,-123.1180589,49.27631966,-123.1177688,4
17756,Commercial BE,2007,10,16XX E 8TH AVE,1600 E 8TH AVE,"1600 E 8TH AVE , Vancouver, BC, Canada",49.26297,-123.07168,49.26319657,-123.0713853,4
17757,Commercial BE,2007,10,7XX HOMER ST,700 HOMER ST,"700 HOMER ST , Vancouver, BC, Canada",49.2803577,-123.1152643,49.28053715,-123.1149531,4
17758,Commercial BE,2007,10,9XX MAIN ST,900 MAIN ST,"900 MAIN ST , Vancouver, BC, Canada",49.2766075,-123.0996538,49.27670936,-123.0993101,4
17759,Commercial BE,2007,10,1XX W BROADWAY AVE,100 W BROADWAY AVE,"100 W BROADWAY AVE , Vancouver, BC, Canada",49.2629351,-123.1070431,49.26318925,-123.1068874,4
17760,Commercial BE,2007,10,9XX W 14TH AVE,900 W 14TH AVE,"900 W 14TH AVE , Vancouver, BC, Canada",49.2585751,-123.1245013,49.25872487,-123.1243277,4
17761,Commercial BE,2007,10,2XX ABBOTT ST,200 ABBOTT ST,"200 ABBOTT ST , Vancouver, BC, Canada",49.2836689,-123.1062434,49.2841585,-123.1060711,4
17762,Commercial BE,2007,10,1XX CAMBIE ST,100 CAMBIE ST,"100 CAMBIE ST , Vancouver, BC, Canada",49.2844585,-123.1085359,49.28495664,-123.1084258,4
17763,Commercial BE,2007,10,16XX E 8TH AVE,1600 E 8TH AVE,"1600 E 8TH AVE , Vancouver, BC, Canada",49.26297,-123.07168,49.26313406,-123.0714466,4
17764,Commercial BE,2007,10,4XX ROBSON ST,400 ROBSON ST,"400 ROBSON ST , Vancouver, BC, Canada",49.2794265,-123.1170928,49.27956315,-123.1166389,4
17765,Commercial BE,2007,10,10XX DENMAN ST,1000 DENMAN ST,"1000 DENMAN ST , Vancouver, BC, Canada",49.2890953,-123.138774,49.28926162,-123.1383083,4
17766,Commercial BE,2007,10,8XX E HASTINGS ST,800 E HASTINGS ST,"800 E HASTINGS ST , Vancouver, BC, Canada",49.2809643,-123.0868638,49.28122115,-123.0864863,4
17767,Commercial BE,2007,10,19XX STEPHENS ST,1900 STEPHENS ST,"1900 STEPHENS ST , Vancouver, BC, Canada",49.2690745,-123.1660847,49.26925617,-123.1657329,4
17768,Commercial BE,2007,10,13XX W 11TH AVE,1300 W 11TH AVE,"1300 W 11TH AVE , Vancouver, BC, Canada",49.2615051,-123.1339934,49.26185556,-123.1337836,4
17769,Commercial BE,2007,10,19XX COMMERCIAL DR,1900 COMMERCIAL DR,"1900 COMMERCIAL DR , Vancouver, BC, Canada",49.26758,-123.06929,49.26791279,-123.0690442,4
17770,Commercial BE,2007,10,1XX WATER ST,100 WATER ST,"100 WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,49.28408757,-123.106221,4
17771,Commercial BE,2007,10,1XX WATER ST,100 WATER ST,"100 WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,49.28388805,-123.1061403,4
17772,Commercial BE,2007,10,7XX RICHARDS ST,700 RICHARDS ST,"700 RICHARDS ST , Vancouver, BC, Canada",49.2809974,-123.1162264,49.28124363,-123.1158029,4
17773,Commercial BE,2007,10,10XX GRANVILLE ST,1000 GRANVILLE ST,"1000 GRANVILLE ST , Vancouver, BC, Canada",49.2790092,-123.1231334,49.27946915,-123.1227598,4
17774,Commercial BE,2007,10,6XX E 56TH AVE,600 E 56TH AVE,"600 E 56TH AVE , Vancouver, BC, Canada",49.2189856,-123.0929523,49.21933996,-123.0924528,4
17775,Commercial BE,2007,10,10XX COMMERCIAL DR,1000 COMMERCIAL DR,"1000 COMMERCIAL DR , Vancouver, BC, Canada",49.2756331,-123.0693751,49.27586374,-123.0692281,4
17776,Commercial BE,2007,10,10XX COMMERCIAL DR,1000 COMMERCIAL DR,"1000 COMMERCIAL DR , Vancouver, BC, Canada",49.2756331,-123.0693751,49.27574763,-123.0692515,4
17777,Commercial BE,2007,10,23XX GRANVILLE ST,2300 GRANVILLE ST,"2300 GRANVILLE ST , Vancouver, BC, Canada",49.2651899,-123.13809,49.2653432,-123.1378227,4
17778,Commercial BE,2007,10,10XX HORNBY ST,1000 HORNBY ST,"1000 HORNBY ST , Vancouver, BC, Canada",49.2802739,-123.1250606,49.2804355,-123.1249232,4
17779,Commercial BE,2007,10,66XX FRASER ST,6600 FRASER ST,"6600 FRASER ST , Vancouver, BC, Canada",49.2243968,-123.0906651,49.22454693,-123.0902782,4
17780,Commercial BE,2007,10,13XX ROBSON ST,1300 ROBSON ST,"1300 ROBSON ST , Vancouver, BC, Canada",49.28707,-123.12925,49.28755087,-123.1290612,4
17781,Commercial BE,2007,10,7XX PACIFIC BLVD,700 PACIFIC BLVD,"700 PACIFIC BLVD , Vancouver, BC, Canada",49.2767277,-123.108784,49.27712487,-123.1085676,4
17782,Commercial BE,2007,10,1XX E HASTINGS ST,100 E HASTINGS ST,"100 E HASTINGS ST , Vancouver, BC, Canada",49.2812718,-123.1021792,49.2815206,-123.1016836,4
17783,Commercial BE,2007,10,15XX ROBSON ST,1500 ROBSON ST,"1500 ROBSON ST , Vancouver, BC, Canada",49.2886363,-123.1313318,49.28888001,-123.1311777,4
17784,Commercial BE,2007,10,34XX KINGSWAY AVE,3400 KINGSWAY AVE,"3400 KINGSWAY AVE , Vancouver, BC, Canada",49.2325298,-123.0330701,49.23296046,-123.0329358,4
17785,Commercial BE,2007,10,10XX BEACH AVE,1000 BEACH AVE,"1000 BEACH AVE , Vancouver, BC, Canada",49.27562,-123.1342,49.27577566,-123.1340858,4
17786,Commercial BE,2007,10,1XX E 3RD AVE,100 E 3RD AVE,"100 E 3RD AVE , Vancouver, BC, Canada",49.2681151,-123.1025304,49.26844879,-123.1022113,4
17787,Commercial BE,2007,10,5XX BEATTY ST,500 BEATTY ST,"500 BEATTY ST , Vancouver, BC, Canada",49.2810072,-123.1084969,49.281191,-123.1083768,4
17788,Commercial BE,2007,10,14XX COMMERCIAL DR,1400 COMMERCIAL DR,"1400 COMMERCIAL DR , Vancouver, BC, Canada",49.2719491,-123.0694551,49.27204976,-123.0692104,4
17789,Commercial BE,2007,10,4XX W GEORGIA ST,400 W GEORGIA ST,"400 W GEORGIA ST , Vancouver, BC, Canada",49.28057,-123.11578,49.28099639,-123.1155881,4
17790,Commercial BE,2007,10,4XX W BROADWAY AVE,400 W BROADWAY AVE,"400 W BROADWAY AVE , Vancouver, BC, Canada",49.26287,-123.11317,49.26321708,-123.1129484,4
17791,Commercial BE,2007,10,34XX KINGSWAY AVE,3400 KINGSWAY AVE,"3400 KINGSWAY AVE , Vancouver, BC, Canada",49.2325298,-123.0330701,49.23290983,-123.0329316,4
17792,Commercial BE,2007,10,18XX COMMERCIAL DR,1800 COMMERCIAL DR,"1800 COMMERCIAL DR , Vancouver, BC, Canada",49.2685675,-123.0695151,49.26870787,-123.0693971,4
17793,Commercial BE,2007,10,7XX PACIFIC BLVD,700 PACIFIC BLVD,"700 PACIFIC BLVD , Vancouver, BC, Canada",49.2767277,-123.108784,49.27701344,-123.108639,4
17794,Commercial BE,2007,10,1XX W BROADWAY AVE,100 W BROADWAY AVE,"100 W BROADWAY AVE , Vancouver, BC, Canada",49.2629351,-123.1070431,49.26338634,-123.1068964,4
17795,Commercial BE,2007,10,11XX HAMILTON ST,1100 HAMILTON ST,"1100 HAMILTON ST , Vancouver, BC, Canada",49.2757095,-123.1211894,49.27609542,-123.1208268,4
17796,Commercial BE,2007,10,1XX E 2ND AVE,100 E 2ND AVE,"100 E 2ND AVE , Vancouver, BC, Canada",49.2690851,-123.1024904,49.26937679,-123.1022487,4
17797,Commercial BE,2007,10,10XX MAINLAND ST,1000 MAINLAND ST,"1000 MAINLAND ST , Vancouver, BC, Canada",49.2763899,-123.1190312,49.27669878,-123.1187489,4
17798,Commercial BE,2007,10,4XX E PENDER ST,400 E PENDER ST,"400 E PENDER ST , Vancouver, BC, Canada",49.27999,-123.09467,49.2803423,-123.094444,4
17799,Commercial BE,2007,10,TXX E 8TH AVE,T00 E 8TH AVE,"T00 E 8TH AVE , Vancouver, BC, Canada",49.26325,-123.06226,49.26371088,-123.0619119,4
17800,Commercial BE,2007,10,31XX W BROADWAY AVE,3100 W BROADWAY AVE,"3100 W BROADWAY AVE , Vancouver, BC, Canada",49.2640551,-123.1741716,49.26442489,-123.1738704,4
17801,Commercial BE,2007,10,1XX W 49TH AVE,100 W 49TH AVE,"100 W 49TH AVE , Vancouver, BC, Canada",49.2256751,-123.1085949,49.2261714,-123.1082664,4
17802,Commercial BE,2007,10,17XX DAVIE ST,1700 DAVIE ST,"1700 DAVIE ST , Vancouver, BC, Canada",49.2862037,-123.1404623,49.2863832,-123.1402223,4
17803,Commercial BE,2007,10,16XX FRANKLIN ST,1600 FRANKLIN ST,"1600 FRANKLIN ST , Vancouver, BC, Canada",49.2820947,-123.0723249,49.28234064,-123.0721679,4
17804,Commercial BE,2007,10,19XX E GEORGIA ST,1900 E GEORGIA ST,"1900 E GEORGIA ST , Vancouver, BC, Canada",49.2782051,-123.0653997,49.27854701,-123.0652482,4
17805,Commercial BE,2007,10,8XX BURRARD ST,800 BURRARD ST,"800 BURRARD ST , Vancouver, BC, Canada",49.2827399,-123.12297,49.28307578,-123.1227096,4
17806,Commercial BE,2007,10,16XX DAVIE ST,1600 DAVIE ST,"1600 DAVIE ST , Vancouver, BC, Canada",49.2851864,-123.1389223,49.28563266,-123.1387853,4
17807,Commercial BE,2007,10,5XX ROBSON ST,500 ROBSON ST,"500 ROBSON ST , Vancouver, BC, Canada",49.28017,-123.11831,49.28052825,-123.1180898,4
17808,Commercial BE,2007,10,10XX GRANVILLE ST,1000 GRANVILLE ST,"1000 GRANVILLE ST , Vancouver, BC, Canada",49.2790092,-123.1231334,49.27921382,-123.1227085,4
17809,Commercial BE,2007,10,13XX COMMERCIAL DR,1300 COMMERCIAL DR,"1300 COMMERCIAL DR , Vancouver, BC, Canada",49.2728737,-123.0693635,49.27319335,-123.0691988,4
17810,Commercial BE,2007,10,21XX SKEENA ST,2100 SKEENA ST,"2100 SKEENA ST , Vancouver, BC, Canada",49.2655122,-123.0283032,49.26571248,-123.0280035,4
17811,Commercial BE,2007,10,24XX PINE ST,2400 PINE ST,"2400 PINE ST , Vancouver, BC, Canada",49.2644416,-123.1431865,49.26480315,-123.1428907,4
17812,Commercial BE,2007,10,14XX QUEBEC ST,1400 QUEBEC ST,"1400 QUEBEC ST , Vancouver, BC, Canada",49.2736051,-123.1019349,49.27404868,-123.1015801,4
17813,Commercial BE,2007,10,14XX GRANVILLE ST,1400 GRANVILLE ST,"1400 GRANVILLE ST , Vancouver, BC, Canada",49.274692,-123.1295579,49.27507352,-123.1293768,4
17814,Commercial BE,2007,10,5XX E 15TH AVE,500 E 15TH AVE,"500 E 15TH AVE , Vancouver, BC, Canada",49.2572034,-123.0935045,49.2575487,-123.0933341,4
17815,Commercial BE,2007,10,12XX E 15TH AVE,1200 E 15TH AVE,"1200 E 15TH AVE , Vancouver, BC, Canada",49.2566151,-123.0794963,49.25674207,-123.0790045,4
17816,Commercial BE,2007,10,1XX WATER ST,100 WATER ST,"100 WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,49.28417706,-123.1061221,4
17817,Commercial BE,2007,10,10XX ROBSON ST,1000 ROBSON ST,"1000 ROBSON ST , Vancouver, BC, Canada",49.28333,-123.12328,49.28371577,-123.1230704,4
17818,Commercial BE,2007,10,9XX W BROADWAY AVE,900 W BROADWAY AVE,"900 W BROADWAY AVE , Vancouver, BC, Canada",49.2632551,-123.1244116,49.26338004,-123.1241199,4
17819,Commercial BE,2007,10,14XX W PENDER ST,1400 W PENDER ST,"1400 W PENDER ST , Vancouver, BC, Canada",49.2894976,-123.127649,49.28993245,-123.1274139,4
17820,Commercial BE,2007,10,6XX SEYMOUR ST,600 SEYMOUR ST,"600 SEYMOUR ST , Vancouver, BC, Canada",49.2827385,-123.1155377,49.2830097,-123.1153105,4
17821,Commercial BE,2007,10,11XX HOWE ST,1100 HOWE ST,"1100 HOWE ST , Vancouver, BC, Canada",49.278619,-123.1257033,49.27874969,-123.1255908,4
17822,Commercial BE,2007,10,45XX MAIN ST,4500 MAIN ST,"4500 MAIN ST , Vancouver, BC, Canada",49.2443132,-123.1011347,49.2448017,-123.1008211,4
17823,Commercial BE,2007,10,9XX SEYMOUR ST,900 SEYMOUR ST,"900 SEYMOUR ST , Vancouver, BC, Canada",49.27925,-123.12051,49.27956863,-123.1200322,4
17824,Commercial BE,2007,10,17XX ALBERNI ST,1700 ALBERNI ST,"1700 ALBERNI ST , Vancouver, BC, Canada",49.2910418,-123.1328741,49.29116942,-123.1325368,4
17825,Commercial BE,2007,10,20XX COMMERCIAL DR,2000 COMMERCIAL DR,"2000 COMMERCIAL DR , Vancouver, BC, Canada",49.2670715,-123.0694741,49.26753735,-123.0692179,4
17826,Commercial BE,2007,10,42XX ARBUTUS ST,4200 ARBUTUS ST,"4200 ARBUTUS ST , Vancouver, BC, Canada",49.2479282,-123.1530951,49.24822825,-123.1526645,4
17827,Commercial BE,2007,10,3XX KINGSWAY AVE,300 KINGSWAY AVE,"300 KINGSWAY AVE , Vancouver, BC, Canada",49.2608721,-123.0978249,49.26109379,-123.0975685,4
17829,Commercial BE,2007,10,10XX CAMBIE ST,1000 CAMBIE ST,"1000 CAMBIE ST , Vancouver, BC, Canada",49.2758306,-123.1180589,49.27620878,-123.1175775,4
17830,Commercial BE,2007,10,E BROADWAY AVE / RENFREW ST,E BROADWAY AVE / RENFREW ST,"E BROADWAY AVE & RENFREW ST , Vancouver, BC, Canada",49.26196,-123.04429,49.26222572,-123.0440366,4
17831,Commercial BE,2007,10,8XX W 8TH AVE,800 W 8TH AVE,"800 W 8TH AVE , Vancouver, BC, Canada",49.2641051,-123.1219601,49.26445189,-123.1214915,4
17832,Commercial BE,2007,10,16XX COMMERCIAL DR,1600 COMMERCIAL DR,"1600 COMMERCIAL DR , Vancouver, BC, Canada",49.270314,-123.0694058,49.27059703,-123.0689246,4
17833,Commercial BE,2007,10,9XX COMMERCIAL DR,900 COMMERCIAL DR,"900 COMMERCIAL DR , Vancouver, BC, Canada",49.276516,-123.0693651,49.27667221,-123.0691941,4
17834,Commercial BE,2007,10,16XX E HASTINGS ST,1600 E HASTINGS ST,"1600 E HASTINGS ST , Vancouver, BC, Canada",49.2811246,-123.0723687,49.28149377,-123.071925,4
17835,Commercial BE,2007,10,9XX W 58TH AVE,900 W 58TH AVE,"900 W 58TH AVE , Vancouver, BC, Canada",49.2180151,-123.1263048,49.21813684,-123.1259856,4
17836,Commercial BE,2007,10,18XX E 11TH AVE,1800 E 11TH AVE,"1800 E 11TH AVE , Vancouver, BC, Canada",49.2603351,-123.0678755,49.26083391,-123.0676256,4
17837,Commercial BE,2007,10,7XX E HASTINGS ST,700 E HASTINGS ST,"700 E HASTINGS ST , Vancouver, BC, Canada",49.2810045,-123.0892525,49.28119489,-123.0890164,4
17838,Commercial BE,2007,10,1XX W HASTINGS ST,100 W HASTINGS ST,"100 W HASTINGS ST , Vancouver, BC, Canada",49.2818961,-123.1074143,49.28203885,-123.1070929,4
17839,Commercial BE,2007,10,6XX W BROADWAY AVE,600 W BROADWAY AVE,"600 W BROADWAY AVE , Vancouver, BC, Canada",49.2631451,-123.117715,49.26325471,-123.1174495,4
17840,Commercial BE,2007,10,1XX E PENDER ST,100 E PENDER ST,"100 E PENDER ST , Vancouver, BC, Canada",49.28017,-123.10214,49.28063666,-123.1019033,4
17841,Commercial BE,2007,10,26XX W BROADWAY AVE,2600 W BROADWAY AVE,"2600 W BROADWAY AVE , Vancouver, BC, Canada",49.2638951,-123.1648728,49.26402039,-123.16444,4
17842,Commercial BE,2007,10,26XX W BROADWAY AVE,2600 W BROADWAY AVE,"2600 W BROADWAY AVE , Vancouver, BC, Canada",49.2638951,-123.1648728,49.26432054,-123.1645558,4
17843,Commercial BE,2007,10,9XX W GEORGIA ST,900 W GEORGIA ST,"900 W GEORGIA ST , Vancouver, BC, Canada",49.28372,-123.12111,49.28392968,-123.1208616,4
17844,Commercial BE,2007,10,70XX VICTORIA DR,7000 VICTORIA DR,"7000 VICTORIA DR , Vancouver, BC, Canada",49.2201075,-123.0657651,49.22029955,-123.0653903,4
17845,Commercial BE,2007,10,10XX SEYMOUR ST,1000 SEYMOUR ST,"1000 SEYMOUR ST , Vancouver, BC, Canada",49.2783688,-123.1221164,49.27879916,-123.1217748,4
17846,Commercial BE,2007,10,24XX YUKON ST,2400 YUKON ST,"2400 YUKON ST , Vancouver, BC, Canada",49.2637528,-123.1126944,49.26395323,-123.1124281,4
17847,Commercial BE,2007,10,9XX ROBSON ST,900 ROBSON ST,"900 ROBSON ST , Vancouver, BC, Canada",49.2825765,-123.1219427,49.28295563,-123.1216344,4
17848,Commercial BE,2007,10,4XX E BROADWAY AVE,400 E BROADWAY AVE,"400 E BROADWAY AVE , Vancouver, BC, Canada",49.2624394,-123.0957679,49.26264801,-123.0956528,4
17849,Commercial BE,2007,10,2XX POWELL ST,200 POWELL ST,"200 POWELL ST , Vancouver, BC, Canada",49.2830451,-123.099362,49.28334379,-123.0989017,4
17850,Commercial BE,2007,10,5XX W GEORGIA ST,500 W GEORGIA ST,"500 W GEORGIA ST , Vancouver, BC, Canada",49.2812053,-123.1163584,49.2813358,-123.1159346,4
17851,Commercial BE,2007,10,18XX BARCLAY ST,1800 BARCLAY ST,"1800 BARCLAY ST , Vancouver, BC, Canada",49.2900552,-123.1377577,49.29019184,-123.1373547,4
17852,Commercial BE,2007,10,10XX ALBERNI ST,1000 ALBERNI ST,"1000 ALBERNI ST , Vancouver, BC, Canada",49.2839249,-123.1219471,49.28426625,-123.1216478,4
17853,Commercial BE,2007,10,9XX DAVIE ST,900 DAVIE ST,"900 DAVIE ST , Vancouver, BC, Canada",49.2783945,-123.1283655,49.27869811,-123.1279248,4
17854,Commercial BE,2007,10,2XX ABBOTT ST,200 ABBOTT ST,"200 ABBOTT ST , Vancouver, BC, Canada",49.2836689,-123.1062434,49.28409459,-123.1058717,4
17855,Commercial BE,2007,10,19XX ALBERNI ST,1900 ALBERNI ST,"1900 ALBERNI ST , Vancouver, BC, Canada",49.2931653,-123.1361582,49.29357714,-123.1358435,4
17856,Commercial BE,2007,10,42XX ARBUTUS ST,4200 ARBUTUS ST,"4200 ARBUTUS ST , Vancouver, BC, Canada",49.2479282,-123.1530951,49.24831736,-123.1528931,4
17857,Commercial BE,2007,10,8XX BOUNDARY RD,800 BOUNDARY RD,"800 BOUNDARY RD , Vancouver, BC, Canada",49.2773988,-123.0232851,49.27783534,-123.0230585,4
17858,Commercial BE,2007,10,17XX FRANCES ST,1700 FRANCES ST,"1700 FRANCES ST , Vancouver, BC, Canada",49.2792949,-123.0701958,49.27948475,-123.0698263,4
17859,Commercial BE,2007,10,89XX STANLEY PARK DR,8900 STANLEY PARK DR,"8900 STANLEY PARK DR , Vancouver, BC, Canada",49.2933085,-123.1481577,49.29379777,-123.147684,4
17860,Commercial BE,2007,10,4XX ROBSON ST,400 ROBSON ST,"400 ROBSON ST , Vancouver, BC, Canada",49.2794265,-123.1170928,49.27957707,-123.1169213,4
17861,Commercial BE,2007,10,10XX ROBSON ST,1000 ROBSON ST,"1000 ROBSON ST , Vancouver, BC, Canada",49.28333,-123.12328,49.28375578,-123.1229944,4
17863,Commercial BE,2007,10,33XX FRASER ST,3300 FRASER ST,"3300 FRASER ST , Vancouver, BC, Canada",49.2554174,-123.0897044,49.25557289,-123.0895419,4
17864,Commercial BE,2007,10,1XX W 49TH AVE,100 W 49TH AVE,"100 W 49TH AVE , Vancouver, BC, Canada",49.2256751,-123.1085949,49.22604519,-123.1084609,4
17865,Commercial BE,2007,10,1XX W 49TH AVE,100 W 49TH AVE,"100 W 49TH AVE , Vancouver, BC, Canada",49.2256751,-123.1085949,49.22611296,-123.108483,4
17866,Commercial BE,2007,11,1XX W 49TH AVE,100 W 49TH AVE,"100 W 49TH AVE , Vancouver, BC, Canada",49.2256751,-123.1085949,49.22578312,-123.1083062,4
17867,Commercial BE,2007,11,4XX DUNSMUIR ST,400 DUNSMUIR ST,"400 DUNSMUIR ST , Vancouver, BC, Canada",49.2816665,-123.1137127,49.28195385,-123.1133135,4
17868,Commercial BE,2007,11,10XX W 6TH AVE,1000 W 6TH AVE,"1000 W 6TH AVE , Vancouver, BC, Canada",49.2658651,-123.1267027,49.26631504,-123.1264369,4
17869,Commercial BE,2007,11,40XX KNIGHT ST,4000 KNIGHT ST,"4000 KNIGHT ST , Vancouver, BC, Canada",49.2495043,-123.0758859,49.24976642,-123.0757196,4
17870,Commercial BE,2007,11,1XX WATER ST,100 WATER ST,"100 WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,49.28413826,-123.1062393,4
17871,Commercial BE,2007,11,28XX MAIN ST,2800 MAIN ST,"2800 MAIN ST , Vancouver, BC, Canada",49.2600389,-123.1008843,49.26024267,-123.1003979,4
17872,Commercial BE,2007,11,1XX WATER ST,100 WATER ST,"100 WATER ST , Vancouver, BC, Canada",49.2837861,-123.1065744,49.28425634,-123.1062593,4
17873,Commercial BE,2007,11,1XX W HASTINGS ST,100 W HASTINGS ST,"100 W HASTINGS ST , Vancouver, BC, Canada",49.2818961,-123.1074143,49.28205478,-123.1070748,4
17874,Commercial BE,2007,11,11XX W PENDER ST,1100 W PENDER ST,"1100 W PENDER ST , Vancouver, BC, Canada",49.2874375,-123.1206187,49.28775049,-123.1201545,4
17875,Commercial BE,2007,11,6XX W 8TH AVE,600 W 8TH AVE,"600 W 8TH AVE , Vancouver, BC, Canada",49.2640354,-123.1176636,49.26437543,-123.1172965,4
17876,Commercial BE,2007,11,11XX W 11TH AVE,1100 W 11TH AVE,"1100 W 11TH AVE , Vancouver, BC, Canada",49.2614251,-123.1292628,49.26182239,-123.1290246,4
17877,Commercial BE,2007,11,18XX ADANAC ST,1800 ADANAC ST,"1800 ADANAC ST , Vancouver, BC, Canada",49.2774451,-123.0680718,49.27793526,-123.0677715,4
17878,Commercial BE,2007,11,10XX DENMAN ST,1000 DENMAN ST,"1000 DENMAN ST , Vancouver, BC, Canada",49.2890953,-123.138774,49.28947748,-123.1382843,4
17879,Commercial BE,2007,11,6XX ABBOTT ST,600 ABBOTT ST,"600 ABBOTT ST , Vancouver, BC, Canada",49.2795536,-123.1074751,49.27989928,-123.1072295,4
17880,Commercial BE,2007,11,21XX CAROLINA ST,2100 CAROLINA ST,"2100 CAROLINA ST , Vancouver, BC, Canada",49.2660526,-123.0908651,49.26624675,-123.0907166,4
17881,Commercial BE,2007,11,7XX DRAKE ST,700 DRAKE ST,"700 DRAKE ST , Vancouver, BC, Canada",49.2760756,-123.1280299,49.27622708,-123.1278105,4
