"","X","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_blk","full_address","lat","lon","cid","lat_offset","lon_offset"
"14851",15043,"Theft Of Auto Under $5000",2014,10,"BEATTY ST / W GEORGIA ST","BEATTY ST / W GEORGIA ST"," BEATTY ST / W GEORGIA ST, Vancouver, BC, Canada",49.28407,-123.12058,4,49.2844852356047,-123.120231078698
"14852",15044,"Theft Of Auto Under $5000",2014,10,"22XX STEPHENS ST","2200 STEPHENS ST"," 2200 STEPHENS ST, Vancouver, BC, Canada",49.2664586,-123.1662951,4,49.2667659511377,-123.165974924049
"14853",15045,"Theft Of Auto Under $5000",2014,10,"22XX TRINITY ST","2200 TRINITY ST"," 2200 TRINITY ST, Vancouver, BC, Canada",49.2891834,-123.0590558,4,49.2893887516892,-123.058755282813
"14854",15046,"Theft Of Auto Under $5000",2014,10,"17XX W 11TH AVE","1700 W 11TH AVE"," 1700 W 11TH AVE, Vancouver, BC, Canada",49.2616951,-123.1437007,4,49.2621137465514,-123.143343914683
"14855",15047,"Theft Of Auto Under $5000",2014,10,"22XX E 46TH AVE","2200 E 46TH AVE"," 2200 E 46TH AVE, Vancouver, BC, Canada",49.2284277,-123.0614966,4,49.2286536598584,-123.061281517571
"14856",15048,"Theft Of Auto Under $5000",2014,10,"33XX WILLIAM ST","3300 WILLIAM ST"," 3300 WILLIAM ST, Vancouver, BC, Canada",49.2739751,-123.0333575,4,49.2743738472315,-123.03304788323
"14857",15049,"Theft Of Auto Under $5000",2014,10,"13XX W 14TH AVE","1300 W 14TH AVE"," 1300 W 14TH AVE, Vancouver, BC, Canada",49.2587151,-123.1341021,4,49.2591236573999,-123.133885536525
"14858",15050,"Theft Of Auto Under $5000",2014,10,"4XX W 48TH AVE","400 W 48TH AVE"," 400 W 48TH AVE, Vancouver, BC, Canada",49.2267851,-123.1147147,4,49.2269483376704,-123.114301667506
"14859",15051,"Theft Of Auto Under $5000",2014,10,"16XX W 12TH AVE","1600 W 12TH AVE"," 1600 W 12TH AVE, Vancouver, BC, Canada",49.2606951,-123.1413621,4,49.2609793651747,-123.141160816984
"14860",15052,"Theft Of Auto Under $5000",2014,10,"1XX E 1ST AVE","100 E 1ST AVE"," 100 E 1ST AVE, Vancouver, BC, Canada",49.2700347,-123.1024001,4,49.2702636686686,-123.10193530852
"14861",15053,"Theft Of Auto Under $5000",2014,10,"HUDSON ST / W 47TH AVE","HUDSON ST / W 47TH AVE"," HUDSON ST / W 47TH AVE, Vancouver, BC, Canada",49.2305,-123.13492,4,49.2308840635259,-123.134426250945
"14862",15054,"Theft Of Auto Under $5000",2014,10,"6XX GORE AVE","600 GORE AVE"," 600 GORE AVE, Vancouver, BC, Canada",49.2793271,-123.0969992,4,49.2796847544164,-123.096878044749
"14863",15055,"Theft Of Auto Under $5000",2014,10,"1XX W 60TH AVE","100 W 60TH AVE"," 100 W 60TH AVE, Vancouver, BC, Canada",49.2158445,-123.1083276,4,49.2161063038245,-123.108008414039
"14864",15056,"Theft Of Auto Under $5000",2014,10,"79XX CARTIER ST","7900 CARTIER ST"," 7900 CARTIER ST, Vancouver, BC, Canada",49.2142436,-123.1374205,4,49.2147134606015,-123.137274972767
"14865",15057,"Theft Of Auto Under $5000",2014,10,"86XX SELKIRK ST","8600 SELKIRK ST"," 8600 SELKIRK ST, Vancouver, BC, Canada",49.2083492,-123.1330838,4,49.2086631407781,-123.132708892703
"14866",15058,"Theft Of Auto Under $5000",2014,10,"1XX E 61ST AVE","100 E 61ST AVE"," 100 E 61ST AVE, Vancouver, BC, Canada",49.2149398,-123.104197,4,49.2151562040156,-123.104022657466
"14867",15059,"Theft Of Auto Under $5000",2014,10,"11XX W 37TH AVE","1100 W 37TH AVE"," 1100 W 37TH AVE, Vancouver, BC, Canada",49.2376552,-123.1304355,4,49.2379401874797,-123.130075807218
"14868",15060,"Theft Of Auto Under $5000",2014,10,"62XX KILLARNEY ST","6200 KILLARNEY ST"," 6200 KILLARNEY ST, Vancouver, BC, Canada",49.2262277,-123.0453641,4,49.2264759493618,-123.045125313352
"14869",15061,"Theft Of Auto Under $5000",2014,10,"OSLER ST / W 71ST AVE","OSLER ST / W 71ST AVE"," OSLER ST / W 71ST AVE, Vancouver, BC, Canada",49.20738,-123.10925,4,49.2076537464457,-123.108892650896
"14870",15062,"Theft Of Auto Under $5000",2014,10,"37XX BEATRICE ST","3700 BEATRICE ST"," 3700 BEATRICE ST, Vancouver, BC, Canada",49.2518415,-123.0664939,4,49.2520090678997,-123.06637258719
"14871",15063,"Theft Of Auto Under $5000",2014,10,"CAMPBELL AVE / E PENDER ST","CAMPBELL AVE / E PENDER ST"," CAMPBELL AVE / E PENDER ST, Vancouver, BC, Canada",49.28156,-123.08473,4,49.2817444023506,-123.084378471816
"14872",15064,"Theft Of Auto Under $5000",2014,10,"27XX CAROLINA ST","2700 CAROLINA ST"," 2700 CAROLINA ST, Vancouver, BC, Canada",49.2605169,-123.0909551,4,49.2610092698791,-123.090488628703
"14873",15065,"Theft Of Auto Under $5000",2014,10,"12XX BIDWELL ST","1200 BIDWELL ST"," 1200 BIDWELL ST, Vancouver, BC, Canada",49.2860018,-123.1403293,4,49.2861740325403,-123.140153996085
"14874",15066,"Theft Of Auto Under $5000",2014,10,"51XX RUPERT ST","5100 RUPERT ST"," 5100 RUPERT ST, Vancouver, BC, Canada",49.2385541,-123.0395656,4,49.2390536621634,-123.039195394337
"14875",15067,"Theft Of Auto Under $5000",2014,10,"7XX E 6TH AVE","700 E 6TH AVE"," 700 E 6TH AVE, Vancouver, BC, Canada",49.2651149,-123.0888501,4,49.2654251081177,-123.088669374537
"14876",15068,"Theft Of Auto Under $5000",2014,10,"20XX CORNWALL AVE","2000 CORNWALL AVE"," 2000 CORNWALL AVE, Vancouver, BC, Canada",49.2723751,-123.1503902,4,49.2727408285423,-123.149994042899
"14877",15069,"Theft Of Auto Under $5000",2014,10,"11XX HARWOOD ST","1100 HARWOOD ST"," 1100 HARWOOD ST, Vancouver, BC, Canada",49.27895,-123.1339,4,49.2793118280731,-123.133781835366
"14878",15070,"Theft Of Auto Under $5000",2014,10,"51XX FAIRMONT ST","5100 FAIRMONT ST"," 5100 FAIRMONT ST, Vancouver, BC, Canada",49.24133,-123.04255,4,49.241550086593,-123.042133763143
"14879",15071,"Theft Of Auto Under $5000",2014,10,"35XX TRIUMPH ST","3500 TRIUMPH ST"," 3500 TRIUMPH ST, Vancouver, BC, Canada",49.2836851,-123.0280987,4,49.2838160849024,-123.027847233569
"14880",15072,"Theft Of Auto Under $5000",2014,10,"9XX MAIN ST","900 MAIN ST"," 900 MAIN ST, Vancouver, BC, Canada",49.2766075,-123.0996538,4,49.2768551949535,-123.099404732044
"14881",15073,"Theft Of Auto Under $5000",2014,10,"10XX E 13TH AVE","1000 E 13TH AVE"," 1000 E 13TH AVE, Vancouver, BC, Canada",49.2586451,-123.0831394,4,49.2589399952256,-123.082969633131
"14882",15074,"Theft Of Auto Under $5000",2014,10,"31XX QUEBEC ST","3100 QUEBEC ST"," 3100 QUEBEC ST, Vancouver, BC, Canada",49.2573609,-123.1029668,4,49.2576263775907,-123.102600963636
"14883",15075,"Theft Of Auto Under $5000",2014,10,"4XX HAWKS AVE","400 HAWKS AVE"," 400 HAWKS AVE, Vancouver, BC, Canada",49.2809412,-123.086906,4,49.2812162802457,-123.086702736146
"14884",15076,"Theft Of Auto Under $5000",2014,10,"26XX E 24TH AVE","2600 E 24TH AVE"," 2600 E 24TH AVE, Vancouver, BC, Canada",49.2487149,-123.0519882,4,49.2488474520207,-123.051816713215
"14885",15077,"Theft Of Auto Under $5000",2014,10,"54XX WALES ST","5400 WALES ST"," 5400 WALES ST, Vancouver, BC, Canada",49.2356963,-123.0515533,4,49.2359077642287,-123.051394431366
"14886",15078,"Theft Of Auto Under $5000",2014,10,"55XX VICTORIA DR","5500 VICTORIA DR"," 5500 VICTORIA DR, Vancouver, BC, Canada",49.2347923,-123.0653551,4,49.2349869211726,-123.065144076979
"14887",15079,"Theft Of Auto Under $5000",2014,10,"21XX E 13TH AVE","2100 E 13TH AVE"," 2100 E 13TH AVE, Vancouver, BC, Canada",49.2585249,-123.0618501,4,49.2587551898752,-123.061404171914
"14888",15080,"Theft Of Auto Under $5000",2014,10,"30XX E 1ST AVE","3000 E 1ST AVE"," 3000 E 1ST AVE, Vancouver, BC, Canada",49.2692551,-123.0412082,4,49.2694856850701,-123.041074523379
"14889",15081,"Theft Of Auto Under $5000",2014,10,"22XX E 42ND AVE","2200 E 42ND AVE"," 2200 E 42ND AVE, Vancouver, BC, Canada",49.2319351,-123.0618593,4,49.2322795183123,-123.061517188114
"14890",15082,"Theft Of Auto Under $5000",2014,10,"9XX CARDERO ST","900 CARDERO ST"," 900 CARDERO ST, Vancouver, BC, Canada",49.2881622,-123.1339889,4,49.2884946153444,-123.133862196817
"14891",15083,"Theft Of Auto Under $5000",2014,10,"KEEFER ST / MAIN ST","KEEFER ST / MAIN ST"," KEEFER ST / MAIN ST, Vancouver, BC, Canada",49.22939,-123.10152,4,49.2298027197131,-123.101394967468
"14892",15084,"Theft Of Auto Under $5000",2014,10,"1XX W HASTINGS ST","100 W HASTINGS ST"," 100 W HASTINGS ST, Vancouver, BC, Canada",49.2818961,-123.1074143,4,49.2823198268959,-123.107116768573
"14893",15085,"Theft Of Auto Under $5000",2014,10,"LORD ST / SW MARINE DR","LORD ST / SW MARINE DR"," LORD ST / SW MARINE DR, Vancouver, BC, Canada",49.23251,-123.19049,4,49.2329099470818,-123.190304217901
"14894",15086,"Theft Of Auto Under $5000",2014,10,"5XX E GEORGIA ST","500 E GEORGIA ST"," 500 E GEORGIA ST, Vancouver, BC, Canada",49.2782847,-123.0933093,4,49.2786683642681,-123.093163205272
"14895",15087,"Theft Of Auto Under $5000",2014,10,"15XX E 1ST AVE","1500 E 1ST AVE"," 1500 E 1ST AVE, Vancouver, BC, Canada",49.26936,-123.07329,4,49.2696795455358,-123.07317120613
"14896",15088,"Theft Of Auto Under $5000",2014,10,"45XX ELGIN ST","4500 ELGIN ST"," 4500 ELGIN ST, Vancouver, BC, Canada",49.2444818,-123.0826051,4,49.2447136337181,-123.082379619143
"14897",15089,"Theft Of Auto Under $5000",2014,10,"33XX E 26TH AVE","3300 E 26TH AVE"," 3300 E 26TH AVE, Vancouver, BC, Canada",49.2469551,-123.0335699,4,49.2473869869713,-123.033313988128
"14898",15090,"Theft Of Auto Under $5000",2014,10,"5XX E 43RD AVE","500 E 43RD AVE"," 500 E 43RD AVE, Vancouver, BC, Canada",49.2309449,-123.0936357,4,49.2314209072615,-123.09317908573
"14899",15091,"Theft Of Auto Under $5000",2014,10,"36XX FRANKLIN ST","3600 FRANKLIN ST"," 3600 FRANKLIN ST, Vancouver, BC, Canada",49.2819151,-123.025488,4,49.2822119879088,-123.025125175049
"14900",15092,"Theft Of Auto Under $5000",2014,10,"14XX E 8TH AVE","1400 E 8TH AVE"," 1400 E 8TH AVE, Vancouver, BC, Canada",49.2631851,-123.0753184,4,49.2635960406841,-123.07490532763
"14901",15093,"Theft Of Auto Under $5000",2014,10,"9XX E 28TH AVE","900 E 28TH AVE"," 900 E 28TH AVE, Vancouver, BC, Canada",49.2453549,-123.0856703,4,49.2455737032582,-123.085511404306
"14902",15094,"Theft Of Auto Under $5000",2014,10,"4XX CAMBIE ST","400 CAMBIE ST"," 400 CAMBIE ST, Vancouver, BC, Canada",49.2824449,-123.1093962,4,49.2827224171417,-123.109220618125
"14903",15095,"Theft Of Auto Under $5000",2014,10,"21XX E 30TH AVE","2100 E 30TH AVE"," 2100 E 30TH AVE, Vancouver, BC, Canada",49.2435367,-123.0643757,4,49.2439213764885,-123.063889446112
"14904",15096,"Theft Of Auto Under $5000",2014,10,"58XX EAST BLVD","5800 EAST BLVD"," 5800 EAST BLVD, Vancouver, BC, Canada",49.23355,-123.1548351,4,49.2336959060245,-123.154494451539
"14905",15097,"Theft Of Auto Under $5000",2014,10,"32XX ST CATHERINES ST","3200 ST CATHERINES ST"," 3200 ST CATHERINES ST, Vancouver, BC, Canada",49.2562525,-123.0853441,4,49.2566893492641,-123.085003672025
"14906",15098,"Theft Of Auto Under $5000",2014,10,"26XX E BROADWAY AVE","2600 E BROADWAY AVE"," 2600 E BROADWAY AVE, Vancouver, BC, Canada",49.2618851,-123.0519694,4,49.262139703912,-123.051551436225
"14907",15099,"Theft Of Auto Under $5000",2014,10,"E 61ST AVE / INVERNESS ST","E 61ST AVE / INVERNESS ST"," E 61ST AVE / INVERNESS ST, Vancouver, BC, Canada",49.24827,-123.08006,4,49.2483820464924,-123.079758107095
"14908",15100,"Theft Of Auto Under $5000",2014,10,"E 6TH AVE / ST CATHERINES ST","E 6TH AVE / ST CATHERINES ST"," E 6TH AVE / ST CATHERINES ST, Vancouver, BC, Canada",49.24443,-123.08593,4,49.2446057964469,-123.085651907886
"14909",15101,"Theft Of Auto Under $5000",2014,10,"20XX PENDRELL ST","2000 PENDRELL ST"," 2000 PENDRELL ST, Vancouver, BC, Canada",49.2898366,-123.143933,4,49.2902084876085,-123.143571856736
"14910",15102,"Theft Of Auto Under $5000",2014,10,"10XX BURNABY ST","1000 BURNABY ST"," 1000 BURNABY ST, Vancouver, BC, Canada",49.2782962,-123.1304614,4,49.2786559952504,-123.129991366459
"14911",15103,"Theft Of Auto Under $5000",2014,10,"35XX COPLEY ST","3500 COPLEY ST"," 3500 COPLEY ST, Vancouver, BC, Canada",49.2516056,-123.0571544,4,49.2517953450964,-123.056661813851
"14912",15104,"Theft Of Auto Under $5000",2014,10,"E 10TH AVE / MAIN ST","E 10TH AVE / MAIN ST"," E 10TH AVE / MAIN ST, Vancouver, BC, Canada",49.2614,-123.0717,4,49.2618298680816,-123.07122429061
"14913",15105,"Theft Of Auto Under $5000",2014,10,"17XX COOK ST","1700 COOK ST"," 1700 COOK ST, Vancouver, BC, Canada",49.2697729,-123.110492,4,49.2698898183763,-123.11014185241
"14914",15106,"Theft Of Auto Under $5000",2014,10,"18XX HARO ST","1800 HARO ST"," 1800 HARO ST, Vancouver, BC, Canada",49.2907356,-123.1367395,4,49.2911000779058,-123.13655881463
"14915",15107,"Theft Of Auto Under $5000",2014,10,"13XX NICOLA ST","1300 NICOLA ST"," 1300 NICOLA ST, Vancouver, BC, Canada",49.2830541,-123.1393868,4,49.2834988204248,-123.13899530071
"14916",15108,"Theft Of Auto Under $5000",2014,10,"24XX PRINCE EDWARD ST","2400 PRINCE EDWARD ST"," 2400 PRINCE EDWARD ST, Vancouver, BC, Canada",49.2633391,-123.0957035,4,49.2635596611374,-123.095568355532
"14917",15109,"Theft Of Auto Under $5000",2014,10,"E HASTINGS ST / GORE AVE","E HASTINGS ST / GORE AVE"," E HASTINGS ST / GORE AVE, Vancouver, BC, Canada",49.28137,-123.10093,4,49.2814965552515,-123.100781255977
"14918",15110,"Theft Of Auto Under $5000",2014,10,"64XX WEST BLVD","6400 WEST BLVD"," 6400 WEST BLVD, Vancouver, BC, Canada",49.2280402,-123.1554123,4,49.22845801103,-123.155236708338
"14919",15111,"Theft Of Auto Under $5000",2014,10,"4XX E 30TH AVE","400 E 30TH AVE"," 400 E 30TH AVE, Vancouver, BC, Canada",49.2434137,-123.0966979,4,49.243587912869,-123.096309942717
"14920",15112,"Theft Of Auto Under $5000",2014,10,"17XX E 46TH AVE","1700 E 46TH AVE"," 1700 E 46TH AVE, Vancouver, BC, Canada",49.2284451,-123.0713816,4,49.2287967129111,-123.071251515503
"14921",15113,"Theft Of Auto Under $5000",2014,10,"53XX VICTORIA DR","5300 VICTORIA DR"," 5300 VICTORIA DR, Vancouver, BC, Canada",49.236934,-123.0652549,4,49.2370495416977,-123.065071442553
"14922",15114,"Theft Of Auto Under $5000",2014,10,"9XX W 16TH AVE","900 W 16TH AVE"," 900 W 16TH AVE, Vancouver, BC, Canada",49.2569452,-123.1245749,4,49.2572178159453,-123.12431898083
"14923",15115,"Theft Of Auto Under $5000",2014,10,"5XX W 10TH AVE","500 W 10TH AVE"," 500 W 10TH AVE, Vancouver, BC, Canada",49.2621151,-123.1151142,4,49.262562351276,-123.114719225832
"14924",15117,"Theft Of Auto Under $5000",2014,10,"3XX W 18TH AVE","300 W 18TH AVE"," 300 W 18TH AVE, Vancouver, BC, Canada",49.2546807,-123.1112097,4,49.2551100810902,-123.111047475434
"14925",15118,"Theft Of Auto Under $5000",2014,10,"1XX W CORDOVA ST","100 W CORDOVA ST"," 100 W CORDOVA ST, Vancouver, BC, Canada",49.2828258,-123.1070009,4,49.2831842000356,-123.10656591003
"14926",15119,"Theft Of Auto Under $5000",2014,10,"JACKSON AVE / RAILWAY ST","JACKSON AVE / RAILWAY ST"," JACKSON AVE / RAILWAY ST, Vancouver, BC, Canada",49.28302,-123.09337,4,49.2834769082878,-123.092920709117
"14927",15120,"Theft Of Auto Under $5000",2014,10,"57XX VICTORIA DR","5700 VICTORIA DR"," 5700 VICTORIA DR, Vancouver, BC, Canada",49.2326233,-123.0654351,4,49.2329784697156,-123.065238429448
"14928",15121,"Theft Of Auto Under $5000",2014,10,"3XX W 18TH AVE","300 W 18TH AVE"," 300 W 18TH AVE, Vancouver, BC, Canada",49.2546807,-123.1112097,4,49.2551401791171,-123.111016488537
"14929",15122,"Theft Of Auto Under $5000",2014,10,"9XX E 45TH AVE","900 E 45TH AVE"," 900 E 45TH AVE, Vancouver, BC, Canada",49.2290451,-123.086281,4,49.2292504584909,-123.085858721499
"14930",15123,"Theft Of Auto Under $5000",2014,10,"BOUNDARY RD / E 2ND AVE","BOUNDARY RD / E 2ND AVE"," BOUNDARY RD / E 2ND AVE, Vancouver, BC, Canada",49.21276,-123.0238,4,49.2130447403257,-123.023304645147
"14931",15124,"Theft Of Auto Under $5000",2014,10,"22XX KEITH DR","2200 KEITH DR"," 2200 KEITH DR, Vancouver, BC, Canada",49.2650403,-123.0791839,4,49.265329649883,-123.078691598851
"14932",15125,"Theft Of Auto Under $5000",2014,10,"1XX W 62ND AVE","100 W 62ND AVE"," 100 W 62ND AVE, Vancouver, BC, Canada",49.21413,-123.1084563,4,49.2144199017486,-123.10825020799
"14933",15126,"Theft Of Auto Under $5000",2014,10,"13XX E 43RD AVE","1300 E 43RD AVE"," 1300 E 43RD AVE, Vancouver, BC, Canada",49.2307438,-123.07959,4,49.2312139369426,-123.079092003238
"14934",15127,"Theft Of Auto Under $5000",2014,10,"2XX W 47TH AVE","200 W 47TH AVE"," 200 W 47TH AVE, Vancouver, BC, Canada",49.2276351,-123.110993,4,49.2278010476275,-123.110700318038
"14935",15128,"Theft Of Auto Under $5000",2014,10,"BEATTY ST / W PENDER ST","BEATTY ST / W PENDER ST"," BEATTY ST / W PENDER ST, Vancouver, BC, Canada",49.2808,-123.10597,4,49.28100328385,-123.105553730563
"14936",15129,"Theft Of Auto Under $5000",2014,10,"22XX PRINCE EDWARD ST","2200 PRINCE EDWARD ST"," 2200 PRINCE EDWARD ST, Vancouver, BC, Canada",49.2651856,-123.0954903,4,49.2653556360331,-123.095301243713
"14937",15130,"Theft Of Auto Under $5000",2014,10,"67XX PRINCE ALBERT ST","6700 PRINCE ALBERT ST"," 6700 PRINCE ALBERT ST, Vancouver, BC, Canada",49.2234419,-123.0879351,4,49.2235421428464,-123.087830880408
"14938",15131,"Theft Of Auto Under $5000",2014,10,"ONTARIO ST / W 3RD AVE","ONTARIO ST / W 3RD AVE"," ONTARIO ST / W 3RD AVE, Vancouver, BC, Canada",49.21213,-123.10652,4,49.212497452491,-123.1061345893
"14939",15132,"Theft Of Auto Under $5000",2014,10,"8XX W 16TH AVE","800 W 16TH AVE"," 800 W 16TH AVE, Vancouver, BC, Canada",49.2569151,-123.1222016,4,49.2570804912418,-123.122005683151
"14940",15133,"Theft Of Auto Under $5000",2014,10,"8XX W 16TH AVE","800 W 16TH AVE"," 800 W 16TH AVE, Vancouver, BC, Canada",49.2569151,-123.1222016,4,49.2573282479561,-123.121704862503
"14941",15134,"Theft Of Auto Under $5000",2014,10,"1XX EXPO BLVD","100 EXPO BLVD"," 100 EXPO BLVD, Vancouver, BC, Canada",49.2770612,-123.1029463,4,49.2774861960111,-123.102501548654
"14942",15135,"Theft Of Auto Under $5000",2014,10,"33XX W 13TH AVE","3300 W 13TH AVE"," 3300 W 13TH AVE, Vancouver, BC, Canada",49.2604951,-123.1781605,4,49.2607999559577,-123.177893177066
"14943",15136,"Theft Of Auto Under $5000",2014,10,"COMMERCIAL DR / GRANDVIEW HWY N","COMMERCIAL DR / GRANDVIEW HWY N"," COMMERCIAL DR / GRANDVIEW HWY N, Vancouver, BC, Canada",49.2802999,-123.07041,4,49.2807311980729,-123.070086928779
"14944",15137,"Theft Of Auto Under $5000",2014,10,"10XX ODLUM DR","1000 ODLUM DR"," 1000 ODLUM DR, Vancouver, BC, Canada",49.275698,-123.0757051,4,49.275946270218,-123.075573390415
"14945",15138,"Theft Of Auto Under $5000",2014,10,"24XX VENABLES ST","2400 VENABLES ST"," 2400 VENABLES ST, Vancouver, BC, Canada",49.2765451,-123.0563698,4,49.2770152356867,-123.056235931265
"14946",15139,"Theft Of Auto Under $5000",2014,10,"61XX BLENHEIM ST","6100 BLENHEIM ST"," 6100 BLENHEIM ST, Vancouver, BC, Canada",49.230869,-123.1785069,4,49.2312823886426,-123.17809089466
"14947",15140,"Theft Of Auto Under $5000",2014,10,"61XX BLENHEIM ST","6100 BLENHEIM ST"," 6100 BLENHEIM ST, Vancouver, BC, Canada",49.230869,-123.1785069,4,49.2313177459547,-123.178107758904
"14948",15141,"Theft Of Auto Under $5000",2014,10,"10XX E 11TH AVE","1000 E 11TH AVE"," 1000 E 11TH AVE, Vancouver, BC, Canada",49.2604351,-123.0830896,4,49.2607854574158,-123.082965157929
"14949",15142,"Theft Of Auto Under $5000",2014,10,"BOUNDARY RD / GRANDVIEW HWY","BOUNDARY RD / GRANDVIEW HWY"," BOUNDARY RD / GRANDVIEW HWY, Vancouver, BC, Canada",49.20476,-123.02342,4,49.205113798229,-123.023206539095
"14950",15143,"Theft Of Auto Under $5000",2014,10,"32XX SOPHIA ST","3200 SOPHIA ST"," 3200 SOPHIA ST, Vancouver, BC, Canada",49.2564285,-123.0982144,4,49.2566581888698,-123.097855563363
"14951",15144,"Theft Of Auto Under $5000",2014,10,"46XX W 9TH AVE","4600 W 9TH AVE"," 4600 W 9TH AVE, Vancouver, BC, Canada",49.2646251,-123.2123042,4,49.2650340570384,-123.212035767342
"14952",15145,"Theft Of Auto Under $5000",2014,10,"24XX VICTORIA DR","2400 VICTORIA DR"," 2400 VICTORIA DR, Vancouver, BC, Canada",49.2631133,-123.0657651,4,49.2632682821476,-123.065274057323
"14953",15146,"Theft Of Auto Under $5000",2014,10,"OSLER ST / W 59TH AVE","OSLER ST / W 59TH AVE"," OSLER ST / W 59TH AVE, Vancouver, BC, Canada",49.21816,-123.15479,4,49.2185717200778,-123.154687384652
"14954",15147,"Theft Of Auto Under $5000",2014,10,"CAROLINA ST / E 7TH AVE","CAROLINA ST / E 7TH AVE"," CAROLINA ST / E 7TH AVE, Vancouver, BC, Canada",49.26206,-123.09105,4,49.2622654630164,-123.090783454911
"14955",15148,"Theft Of Auto Under $5000",2014,10,"TOLMIE ST / W 16TH AVE","TOLMIE ST / W 16TH AVE"," TOLMIE ST / W 16TH AVE, Vancouver, BC, Canada",49.26668,-123.21202,4,49.2670362293683,-123.211561974446
"14956",15149,"Theft Of Auto Under $5000",2014,10,"39XX W 32ND AVE","3900 W 32ND AVE"," 3900 W 32ND AVE, Vancouver, BC, Canada",49.2431951,-123.1910113,4,49.2434486158142,-123.190729323382
"14957",15150,"Theft Of Auto Under $5000",2014,10,"43XX QUESNEL DR","4300 QUESNEL DR"," 4300 QUESNEL DR, Vancouver, BC, Canada",49.2479902,-123.1700198,4,49.2484765879707,-123.169640503825
"14958",15151,"Theft Of Auto Under $5000",2014,10,"3XX W 2ND AVE","300 W 2ND AVE"," 300 W 2ND AVE, Vancouver, BC, Canada",49.2682304,-123.1112285,4,49.2686151757482,-123.111037442391
"14959",15152,"Theft Of Auto Under $5000",2014,10,"20XX CAMBIE STREET BRDG","2000 CAMBIE STREET BRDG"," 2000 CAMBIE STREET BRDG, Vancouver, BC, Canada",49.2665581,-123.1145151,4,49.267000980328,-123.114168697256
"14960",15153,"Theft Of Auto Under $5000",2014,10,"W KING EDWARD AVE / YUKON ST","W KING EDWARD AVE / YUKON ST"," W KING EDWARD AVE / YUKON ST, Vancouver, BC, Canada",49.2513999,-123.15292,4,49.2516267548209,-123.152590513516
"14961",15154,"Theft Of Auto Under $5000",2014,10,"6XX POWELL ST","600 POWELL ST"," 600 POWELL ST, Vancouver, BC, Canada",49.2829239,-123.0910859,4,49.2833708371857,-123.090845915771
"14962",15155,"Theft Of Auto Under $5000",2014,10,"6XX E 8TH AVE","600 E 8TH AVE"," 600 E 8TH AVE, Vancouver, BC, Canada",49.2633547,-123.0907922,4,49.2638412433002,-123.09063140636
"14963",15156,"Theft Of Auto Under $5000",2014,10,"E 16TH AVE / ST CATHERINES ST","E 16TH AVE / ST CATHERINES ST"," E 16TH AVE / ST CATHERINES ST, Vancouver, BC, Canada",49.24443,-123.08593,4,49.2446349380619,-123.085576922806
"14964",15157,"Theft Of Auto Under $5000",2014,10,"17XX QUEBEC ST","1700 QUEBEC ST"," 1700 QUEBEC ST, Vancouver, BC, Canada",49.2699834,-123.102459,4,49.2704739665167,-123.102175135389
"14965",15158,"Theft Of Auto Under $5000",2014,10,"18XX FRANCES ST","1800 FRANCES ST"," 1800 FRANCES ST, Vancouver, BC, Canada",49.2792735,-123.0680296,4,49.2795352224277,-123.067845369679
"14966",15159,"Theft Of Auto Under $5000",2014,10,"KINGSWAY AVE / MCKINNON ST","KINGSWAY AVE / MCKINNON ST"," KINGSWAY AVE / MCKINNON ST, Vancouver, BC, Canada",49.23114,-123.03883,4,49.2314445165885,-123.038543962125
"14967",15160,"Theft Of Auto Under $5000",2014,10,"FOLEY ST / GREAT NORTHERN WAY","FOLEY ST / GREAT NORTHERN WAY"," FOLEY ST / GREAT NORTHERN WAY, Vancouver, BC, Canada",49.26662,-123.08869,4,49.2670504941861,-123.088389278755
"14968",15161,"Theft Of Auto Under $5000",2014,10,"52XX BURSILL ST","5200 BURSILL ST"," 5200 BURSILL ST, Vancouver, BC, Canada",49.2371642,-123.043043,4,49.2372761577612,-123.042818391552
"14969",15162,"Theft Of Auto Under $5000",2014,10,"9XX SEYMOUR ST","900 SEYMOUR ST"," 900 SEYMOUR ST, Vancouver, BC, Canada",49.27925,-123.12051,4,49.279650423386,-123.12024599158
"14970",15163,"Theft Of Auto Under $5000",2014,10,"24XX HEATHER ST","2400 HEATHER ST"," 2400 HEATHER ST, Vancouver, BC, Canada",49.2640502,-123.1196673,4,49.2644159160642,-123.119246735116
"14971",15164,"Theft Of Auto Under $5000",2014,10,"CREELMAN AVE / LABURNUM ST","CREELMAN AVE / LABURNUM ST"," CREELMAN AVE / LABURNUM ST, Vancouver, BC, Canada",49.22802,-123.15084,4,49.22843698714,-123.150676629148
"14972",15165,"Theft Of Auto Under $5000",2014,10,"26XX OXFORD ST","2600 OXFORD ST"," 2600 OXFORD ST, Vancouver, BC, Canada",49.2855751,-123.0516693,4,49.2859435655214,-123.051219970487
"14973",15166,"Commercial Break and Enter",2014,11,"3XX E 11TH AVE","300 E 11TH AVE"," 300 E 11TH AVE, Vancouver, BC, Canada",49.2609851,-123.09806,1,49.2612890349943,-123.097757152253
"14974",15167,"Commercial Break and Enter",2014,11,"22XX COMMERCIAL DR","2200 COMMERCIAL DR"," 2200 COMMERCIAL DR, Vancouver, BC, Canada",49.2649076,-123.0695951,1,49.2651730842406,-123.069193781301
